Date;Advanced Micro Devices (EUR);Airbus (EUR);Alphabet A (EUR);Amazon (EUR);BASF (EUR);BMW (EUR);BP (EUR);Bayer (EUR);Brenntag (EUR);Cisco (EUR);Commerzbank (EUR);Deutsche Bank (EUR);Deutsche Telekom (EUR);Dow (EUR);E.ON (EUR);Einhell Ger  Vz I (EUR);Equinor (EUR);Evonik Industries (EUR);Exxon Mobil (EUR);Henkel (EUR);Honeywell (EUR);IBM (EUR);ING (EUR);Infineon (EUR);Intel (EUR);Linde (EUR);Mercedes-Benz (EUR);Merck KGaA (EUR);Meta (EUR);Microsoft (EUR);NVIDIA (EUR);Novartis (EUR);Palantir (EUR);Pfizer (EUR);Porsche (Vz) (EUR);Qiagen (EUR);RWE (EUR);Rheinmetall (EUR);SAP (EUR);Shell (EUR);Siemens (EUR);Tesla (EUR);Total Energy (EUR);Volkswagen (EUR);Wacker Chemie (EUR)
07.12.2020 00:00:00;77,51;95,52;75;130,40;60,68;73,60;3,00;47435;62,26;36,45;5406;9559;15,16;43,85;8,99;;13685;25,93;33,76;78,05;174,28;98,3252;8,19;30095;41435;206,00;48,4113;135,85;235,90;176,96;11,2275;;23,80;34055;;42,8289;33,84;78,88;101,98;15528;112,20;176,6667;;159,10;107,30
08.12.2020 00:00:00;76,91;95,1;74,84;131,20;61,96;73,01;2997;47,13;62,58;36685;5386;9474;15145;44,80;9058;;13,76;26,10;34,97;78,50;174,86;99,3285;8235;30085;41855;206,80;48,2183;136,95;234,00;178,30;11,0163;;23,60;35,17;;44,2392;34,22;77,66;102,12;15384;114,22;179,10;;159,80;111,10
09.12.2020 00:00:00;74,53;93,57;73,67;128,55;63,70;73,23;3,04;47,36;63,44;36965;5426;9274;15,03;45,27;9,20;;13955;26,07;35435;79,25;175,94;100,2841;8361;29,10;41,50;205,70;48,4281;135,95;230,45;175,14;10,7263;;22,20;34,79;;43,3697;33,96;79,24;102,22;15502;113,82;166,8333;;159,60;113,80
10.12.2020 00:00:00;75,65;93,3;72,76;127,75;64,00;71,20;3109;47,27;62,92;36,53;5,23;9096;14995;44,67;9148;;13,86;26,49;36195;79,85;174,84;98,4208;8109;28,90;41,55;207,80;47,1354;135,40;228,10;173,54;10,7038;;22,20;34,40;;46,1373;33,74;78,52;101,82;15824;113,30;172,1667;;159,00;110,15
11.12.2020 00:00:00;75,67;92,01;73,22;128525;62,69;70,40;3,02;46,45;62,64;36,59;5,07;8,79;14,69;44,75;8928;;13,94;26,24;36,12;78,15;175,36;98,4686;7868;28,85;40965;207,10;46,0693;133,30;224,90;176,10;10,7338;;22,40;33875;;45,2677;33,07;77,90;99,40;15,54;112,40;167,70;;153,50;108,30
14.12.2020 00:00:00;78,04;91,8;72,26;130,05;63,80;71,72;2996;47,15;63,10;36,50;5,15;8769;14,83;43,75;8,90;;13615;25,90;34,87;78,40;174,52;97,3219;7923;29,50;41,69;205,70;47,4376;135,60;225,95;176,18;10,9675;;22,40;32335;;45,2359;33,26;80,28;99,50;15032;112,62;175,5333;;154,90;109,90
15.12.2020 00:00:00;79,92;92,09;72,36;130175;65,09;73,99;3015;47395;63,78;36,70;5292;8,94;14,95;44,18;8944;;13,89;26,01;35285;78,75;176,22;98803;8077;30,15;41,58;204,50;48,7807;134,85;227,00;176,02;10,9838;;21,80;31815;;44,5361;33,57;83,06;101,20;15414;114,96;173,70;;163,70;113,90
16.12.2020 00:00:00;79,36;91,42;72,12;133,00;64,55;74,22;3,01;49225;63,48;36745;5252;8984;15045;44165;9036;;13895;26,74;35,92;80,05;173,10;98,3252;8,02;30585;41955;206,90;49,3935;137,45;226,05;179,84;10,8775;;21,20;31,04;;44,4513;33,86;84,98;102,56;15568;115,54;170,4333;;169,80;113,85
17.12.2020 00:00:00;78,6;90;70,94;132075;65,02;73,81;3,0295;49,20;64,52;36595;5,30;9,09;15115;43,84;9098;;13,83;26,54;35,51;79,95;171,88;97,7997;7917;30955;41,31;205,90;49,0661;139,55;223,60;178,90;10,8688;;22,20;31025;;44,4937;33,73;86,54;104,44;15594;117,04;178,10;;166,50;118,90
18.12.2020 00:00:00;78,04;90;70,64;130775;64,68;73,84;3,00;49,25;64,80;37,13;5298;9014;15,10;45065;9,05;;13,84;26,91;34935;79,60;171,30;98,4208;7934;30,80;38855;209,50;49,2844;136,55;226,00;178,68;10,80;;21,40;30795;;45,5965;33,74;85,74;104,20;15,30;117,32;177,8333;;164,00;117,20
21.12.2020 00:00:00;76,22;87,6;70,89;131,00;63,95;72,93;2,8405;47,67;64,34;36625;5142;8726;14,82;44,87;8814;;13,33;26,88;34,25;78,45;172,24;96,3664;7499;29995;37875;210,50;47,9077;136,60;222,45;181,80;10875;;23,20;30555;;45957;32,91;84,90;102,70;14,50;114,80;176,5667;;163,20;114,60
22.12.2020 00:00:00;76,7;88,59;70,71;131,85;64,08;72,09;2835;48,28;64,30;36,78;5182;8763;14,68;45075;8802;;13155;26,58;33975;78,35;171,56;97,1786;7614;30,90;37955;207,70;47,6474;136,50;219,90;184,04;10905;;23,20;30195;;45,6071;33,20;85,90;103,94;14486;114,48;175,60;;165,20;114,40
23.12.2020 00:00:00;75;92;71,16;130875;64,76;73,62;2945;48,43;64,24;36425;5364;8,98;14,84;45,25;8958;;13,46;26,66;34,37;77,85;173,62;97,3219;7887;31315;38,20;208,60;49,0829;136,85;219,90;181,46;10,6638;;23,60;30,77;;45,1087;33,88;86,12;103,50;14,80;116,98;177,1667;;170,00;116,85
28.12.2020 00:00:00;74,91;92,3;72,86;134,45;65,12;73,28;2,92;48,79;64,42;36735;5332;9169;15095;44,50;9,10;;13,54;27,07;34205;79,00;172,00;97,6563;7864;31,63;38,53;209,50;49,3767;137,15;226,65;184,24;10,5613;;21,20;30,13;;45,4374;34,92;85,50;107,00;14726;118,96;181,2333;;170,60;116,10
29.12.2020 00:00:00;73,69;91,85;71,68;135,60;64,70;73,11;2,8885;48,58;64,86;36495;5264;8948;15085;44,00;9,10;;13735;27,11;33705;79,35;170,14;96,6053;7,79;31525;40,31;213,00;48,6884;137,45;226,05;182,84;10565;;19,80;30325;;45,5541;34,68;87,40;106,70;14818;116,64;180,90;;169,80;115,70
30.12.2020 00:00:00;73,93;91,35;71,8;135,90;64,67;72,62;2905;48495;64,52;36,38;5292;8979;15,03;44,18;9,10;;13,84;26,95;33,82;79,20;171,44;96,5097;7752;31585;39865;212,10;48915;139,45;225,70;182,94;10,60;;20,20;30,30;;45,5116;34,58;87,34;107,56;14844;117,92;182,3667;;171,20;116,40
04.01.2021 00:00:00;75,29;90;70,47;130075;64,50;72,05;2,85;49,40;65,30;35,92;5238;8766;15145;44,28;9156;;13865;26,85;33815;80,25;170,08;96,9397;7642;31,90;40635;212,20;47,8489;143,95;219,75;177,84;10,7125;;19,00;30,08;;45957;35,66;88,70;106,04;14662;118,20;198,7333;;167,00;116,05
05.01.2021 00:00:00;75,4;90,22;70,71;130,95;64,77;71,25;3025;49,70;64,94;35705;5364;8921;15045;45255;8952;;14,13;27,08;35,40;78,95;169,44;98,1341;7699;31835;41155;212,00;48,0924;143,80;220,20;177,44;10,9138;;20,00;30,26;;45,6919;35,10;87,32;105,30;15564;117,60;199,2667;;167,70;114,65
06.01.2021 00:00:00;73,45;89,75;70,01;127275;67,24;70,85;3174;51,45;65,94;36,00;5,68;9345;15,06;47415;9038;;14555;26,88;36,17;79,35;171,58;100,3796;8212;31,50;41475;213,90;47,2109;142,60;213,75;172,14;10,2375;;19,10;29905;;45,0133;36,25;86,40;105,00;16,30;120,88;204,50;;168,30;118,00
07.01.2021 00:00:00;77,49;90,06;72,4;128925;68,10;71,25;3,27;53,15;68,70;36,70;5634;9532;15375;47,70;9,10;;14,86;27,35;36555;80,05;173,22;100,6185;8,36;32,10;42,54;219,10;48,6884;143,45;219,30;178,04;10,9025;;20,40;30195;;45,5859;36,90;88,88;105,00;16,34;124,60;221,7667;;171,60;118,00
08.01.2021 00:00:00;77,57;90,31;73,56;130,25;68,55;70,60;3,33;51,75;68,44;36,90;5,50;9542;15,23;47485;9146;;15135;27,06;37185;80,55;171,96;100,4752;8286;34,07;42,25;221,10;48,4197;143,50;218,90;179,90;10,8738;;20,80;30,41;;45,5434;38,53;88,68;107,36;16,38;124,22;239,80;;169,80;121,40
11.01.2021 00:00:00;79,99;90,33;72,29;128,05;67,40;68,95;3343;51,19;67,76;37475;5576;9585;15195;47815;9006;;15,20;27,19;38,59;79,05;171,20;101,0007;8119;33775;42,44;220,70;48,0756;145,40;211,45;178,90;11,2138;;21,40;31,10;;45,7025;38,20;87,24;106,30;16,56;124,02;222,1667;;167,10;118,95
12.01.2021 00:00:00;78,32;89,45;71,26;127975;68,00;70,12;3419;50,52;66,86;37,64;5,63;9653;15,15;49975;8,92;;15,57;27,13;39375;78,40;171,48;101,2874;8,06;34,55;43665;219,70;48,5625;146,30;206,00;176,16;11045;;21,40;30,50;;45,9782;37,40;88,46;106,20;16832;124,48;232,4667;;165,70;120,60
13.01.2021 00:00:00;75,66;89,2;71,93;130,25;68,15;68,91;3419;52,67;67,84;37275;5614;9615;15215;49245;8974;;15,86;27,34;39,98;78,05;171,04;99,8063;7919;35,05;46,85;219,40;47,9077;146,75;207,00;178,04;11,1325;;21,00;30335;;46,5084;38,02;87,66;105,82;16,78;122,92;234,1667;;166,20;119,95
14.01.2021 00:00:00;74,66;92,7;71,12;128675;67,80;69,93;3,50;52,70;67,36;37,19;5766;9974;15,20;48,99;8928;;16,22;27,26;41,34;78,50;171,38;101,0963;7869;34,10;48,76;220,40;48,5205;149,65;201,75;175,42;10,8625;;20,60;30,21;;46,3493;38,27;88,36;104,10;17096;122,44;231,60;;168,70;123,00
15.01.2021 00:00:00;73,1;92,25;71,55;128,50;66,90;69,12;3,35;52,00;67,10;37555;5704;9619;15,03;47745;8,82;;15,94;27,37;39,65;78,20;171,14;101,4307;7,85;33,60;47,61;216,40;47,0179;149,30;208,25;176,38;10,6538;;21,20;30,34;;46466;37,35;87,00;103,90;16,63;120,20;228,00;;167,80;119,30
18.01.2021 00:00:00;73,6;91,39;71,84;129,00;67,48;69,36;3396;52,70;67,40;37625;5,80;9657;15,01;47685;8784;;16095;26,92;39,55;77,55;171,16;102,5774;7949;35075;46705;214,20;47,5131;148,70;210,05;175,66;10675;;21,60;30,27;;46,8477;37,44;88,58;103,94;16,61;120,58;227,6667;;167,70;120,50
19.01.2021 00:00:00;73,92;92,4;73,56;128,70;66,66;68,98;3,42;53,16;67,34;37,23;5,78;9299;15,14;47395;8752;;16255;26,78;40285;77,95;171,36;101,7652;7783;34,31;47,87;216,20;46,9423;148,65;215,70;178,48;10745;;22,00;30,37;;47537;37,55;89,48;104,10;16724;121,34;232,10;;166,60;117,95
20.01.2021 00:00:00;73,55;93,49;77,66;134875;67,80;70,81;3,42;53,98;67,34;37,44;5,80;9208;15125;48,20;8798;;16,30;27,12;40,97;78,65;171,90;102,5296;7841;35,00;48615;214,00;48,6884;143,20;220,90;185,54;11,0825;;21,80;30,15;;47,1976;37,71;92,02;105,16;16798;122,90;234,4667;;172,30;118,35
21.01.2021 00:00:00;75,36;90;77,25;136,00;67,40;71,10;3314;53,26;68,38;37,12;5868;9209;15,18;47,69;8,82;;16,28;27,20;39635;78,50;168,58;103724;7812;35,80;51,14;212,90;49,3683;141,50;224,50;184,70;11,3838;;21,20;30,02;;46,9325;37,58;91,34;105,40;16386;127,40;231,50;;175,10;120,95
22.01.2021 00:00:00;76,5;89,3;77,77;135325;66,56;71,50;3285;52,50;67,68;36815;5,79;8928;15,07;47,12;8,73;;15,82;27,13;39,05;78,55;166,50;93,2609;7705;34,73;46,59;208,40;49,5698;141,45;226,00;185,84;11,2863;;26,60;30,08;;47,5582;37,00;91,34;105,00;16156;131,70;232,2667;;179,20;121,45
25.01.2021 00:00:00;77,73;86,5;78,13;135575;65,23;70,39;3,19;51,88;66,84;37055;5,58;8651;14975;46605;8,78;;15,57;26,80;38585;79,50;165,64;93,3564;7438;34085;45,57;206,90;48,4197;143,05;228,85;189,18;11,25;;29,80;30655;;47,0386;36,92;89,42;106,60;15894;129,50;241,9667;;174,90;120,75
26.01.2021 00:00:00;77,97;85,48;78,54;136675;65,20;72,19;3183;51,87;67,20;37,25;5,61;8756;15065;46,12;8,91;;15,31;26,40;37765;79,35;166,98;96,2708;7588;33,32;45,35;209,10;49,1417;143,45;231,90;191,00;11,03;;29,00;30675;;45,8616;36,47;90,86;110,80;15854;131,42;242,10;;177,90;119,95
27.01.2021 00:00:00;73,27;83,01;75,12;133,45;63,27;71,20;3,15;50,17;64,42;37,80;5,42;8484;15,01;45,03;8794;;15065;27,33;37,54;77,90;164,06;97,0352;7342;32,10;44,22;211,20;47,8069;137,35;225,65;192,30;10,6613;;32,60;29,93;;45,7661;35,06;88,78;108,88;15702;128,98;237,5333;;176,70;115,65
28.01.2021 00:00:00;72,33;85,56;76,63;133,55;64,70;70,75;3165;50,78;65,16;37,57;5,71;8671;15035;45215;8,91;;15,01;27,18;37,91;77,80;168,82;94,6751;7478;33,90;46305;201,20;49,4019;140,00;218,90;197,14;10,7713;;29,80;29,58;;45,9782;35,76;88,00;108,04;15,80;129,82;229,9667;;176,40;119,00
29.01.2021 00:00:00;70,76;83,46;75,3;132125;63,80;70,05;3,07;50,23;65,06;36835;5,47;8,35;14,78;42,61;8784;;14,77;27,32;37085;77,50;161,86;93796;7359;33,10;46,00;206,40;48,6884;138,35;212,85;191,00;10,70;;28,80;29,60;;47,3779;35,48;87,52;104,80;15326;128,00;218,0667;;173,70;118,40
01.02.2021 00:00:00;72,63;83,5;78,7;138,75;65,11;70,31;3,1045;50,80;65,50;37665;5,46;8605;14905;43,50;8,90;;14925;27,27;37215;78,10;162,68;95,4968;7503;33,97;47,20;202,40;49,1165;139,45;218,00;199,16;10,98;;28,00;29,68;;48,4701;36,08;89,06;107,70;15,30;130,84;232,6667;;175,00;122,70
02.02.2021 00:00:00;74;88,7;79,77;140,70;65,70;71,56;2,9005;51,75;66,40;38,10;5,60;8,69;14985;45,29;8,91;;15,08;27,70;37,97;79,50;166,36;94,8471;7689;34,39;48,19;208,50;50,3253;143,25;222,00;199,00;11,2713;;25,80;29,10;;48,7246;36,01;88,72;107,80;15098;133,66;241,6667;;178,30;127,70
03.02.2021 00:00:00;73,01;89,9;85,77;137625;66,27;71,99;2965;54,29;66,66;38175;5,69;8799;15265;45,85;8,88;;15,22;28,18;39,31;78,50;165,46;94,8088;7,70;33,90;47985;209,90;53,7671;141,90;222,00;201,85;11,2488;;26,60;28965;;48,2474;36,56;88,74;109,16;15404;135,90;236,9333;;181,60;129,85
04.02.2021 00:00:00;73,27;92,74;85,7;139,10;66,42;70,82;2,96;54,32;66,64;39365;5,58;8694;15,30;46,80;8,89;;15,14;27,99;40315;78,80;167,78;96,5575;7765;33,70;49035;208,30;55404;141,80;222,60;202,15;11,4125;;26,80;29,18;;48767;36,37;90,72;110,36;15262;135,84;236,5333;;180,70;128,95
05.02.2021 00:00:00;73,1;93,93;86,62;139075;66,99;70,32;2919;56,40;65,28;39945;5,62;8562;15,12;47,63;8,86;;15,22;27,44;41,52;78,05;168,70;96,4141;7701;34,15;48,25;208,90;56,0756;142,15;222,60;201,00;11,2788;;28,20;29,00;;47,5688;36,37;89,62;108,70;15552;133,36;236,00;;181,00;127,05
08.02.2021 00:00:00;75,68;94,4;86,52;137825;67,60;69,97;3049;55,99;65,64;40505;5588;8776;15,10;47,70;8814;;15,26;27,32;43185;78,65;169,08;97,8475;7865;35,50;49,05;213,60;55,7734;142,65;221,15;201,00;11,9713;;30,00;28,90;;49,2018;35,40;87,84;109,00;15,92;132,52;238,6333;;184,00;129,95
09.02.2021 00:00:00;75,15;93,15;85,55;136425;67,19;69,82;2,9975;55,30;64,94;40,01;5522;8652;14965;46,71;8708;;15,39;27,69;41,75;78,10;166,66;96,2708;7781;34,73;48465;213,50;55,2361;141,60;222,25;200,90;11,7525;;31,40;28875;;47,4946;34,19;87,38;108,18;15,77;131,20;233,7333;;181,00;122,20
10.02.2021 00:00:00;76,08;91,79;85,93;135575;66,80;70,02;2956;54,00;64,98;39055;5,42;8,74;14,89;47,88;8772;;14,85;27,58;42,07;78,10;166,00;96,3186;7798;34005;48,46;211,30;54531;141,40;224,10;200,25;12,1913;;29,60;28655;;48,2262;33,92;85,20;107,02;15762;133,46;221,2667;;181,70;118,65
11.02.2021 00:00:00;76,13;91,24;85,9;134,30;66,75;70,50;2,94;53,98;65,10;39235;5166;8793;14,87;47465;8748;;14,72;27,40;40,88;78,25;167,46;95,2293;7854;35,23;50,00;208,70;54,5226;140,95;222,10;201,50;12,57;;27,20;28,40;;48,0353;34,19;87,00;109,12;15434;132,04;222,7333;;182,60;120,75
12.02.2021 00:00:00;77,56;92,15;86,5;135,25;66,90;70,17;3,0085;54,13;65,42;39055;5142;8969;14,86;47,96;8,76;;14,78;27,81;41,73;77,70;167,84;95,0573;8,28;35,30;50,97;208,90;54,4051;142,95;223,20;202,35;12,3525;;26,40;28,67;;48,9367;34,13;86,52;108,76;15,83;133,88;224,50;;181,40;117,35
15.02.2021 00:00:00;78,19;93,93;87,38;135,40;67,64;70,69;3,1595;55,25;66,64;39505;5,23;9,15;14945;47,84;8,86;;15205;27,94;42295;77,80;168,66;95,9364;8887;36035;51,44;208,60;54,5478;143,60;222,80;202,80;12,4613;;28,60;28,90;;48311;34,07;87,48;109,38;16528;132,34;225,4667;;182,10;116,45
16.02.2021 00:00:00;75,63;93,4;87,21;135,05;67,41;70,76;3,2115;54,61;65,74;38375;5276;9342;14825;48375;8748;;15,11;27,84;43015;77,90;167,54;94,7706;8881;36,30;51,52;210,60;54,4554;141,05;226,20;201,30;12,6475;;23,20;28625;;48,4807;33,43;85,60;107,84;16,56;130,38;219,2667;;182,50;115,05
17.02.2021 00:00:00;74,85;94,25;87,85;137,25;67,39;71,24;3,27;54,19;65,28;38,42;5,27;9372;14795;48905;8,81;;15,13;28,12;43,88;75,70;167,56;95,2102;8969;35585;51,50;207,00;54,9171;141,85;227,45;202,75;12,3763;;22,60;28975;;48,6928;33,13;85,28;105,46;16818;131,16;221,00;;182,80;113,20
18.02.2021 00:00:00;73,68;91,78;87,2;137625;66,96;71,20;3125;53,34;64,82;38,21;5,17;9257;14795;47,50;8748;;14,79;28,04;43095;75,85;169,00;95,4586;8736;35555;51,00;207,50;56,6632;139,90;222,70;201,50;12,2713;;20,80;28,57;;48,4489;32,74;83,06;106,40;16262;130,00;217,0333;;189,40;111,70
19.02.2021 00:00:00;73,69;91,87;86,04;134,10;67,96;71,40;3,15;53,74;65,92;37635;5302;9,60;14845;49,81;8698;;14,64;27,97;43285;75,75;168,66;93,8342;8958;36445;52,00;206,40;56,4281;139,10;215,55;198,78;12,3063;;24,00;28425;;48,2262;32,60;84,02;104,70;16392;131,80;214,9333;;189,60;110,80
22.02.2021 00:00:00;70,41;95,1;84,66;131,00;68,99;70,85;3,2305;53,80;66,12;37,44;5274;9844;14,86;51,25;8538;;15,20;28,20;44,85;74,75;167,38;95,0573;8951;35725;49,96;206,50;55,8069;138,40;214,10;192,80;11,83;;22,80;28225;;47,8127;31,95;83,56;104,00;16,62;131,60;196,1333;;192,90;107,25
23.02.2021 00:00:00;70,01;99,48;84,84;131,60;68,45;69,47;3,3265;53,66;64,86;37525;5272;9912;14775;51,24;8654;;15,49;28,45;45325;74,75;167,98;95,3439;9,05;35155;50,36;206,60;55,1857;136,20;219,05;192,00;11,6625;;22,20;27925;;46519;31,75;83,98;103,24;16846;129,46;191,7333;;193,00;106,95
24.02.2021 00:00:00;71,2;102,98;85,8;129,80;69,41;70,59;3,4645;55,13;64,92;37,61;5446;10242;14,86;52,57;8598;;16,01;28,29;46,59;75,05;173,98;96,8919;9,18;36,12;51,99;213,10;55,5215;136,85;217,25;192,84;11,9075;;21,80;27,76;;45,4056;31,76;84,70;104,10;17,40;131,12;203,3667;;195,90;110,45
25.02.2021 00:00:00;67,82;97,98;83,05;125,75;67,95;70,80;3458;51,55;64,38;37,54;5,54;10464;14,99;50,69;8,52;;16,55;28,36;45,86;74,30;168,32;96,3664;9,17;34,75;49,80;209,90;54,8751;135,85;210,15;188,44;10,95;;19,80;27765;;43,8044;31,05;83,52;101,46;17,46;129,26;187,4667;;190,50;109,25
26.02.2021 00:00:00;70,75;96,66;84;128525;67,74;71,55;3,37;50,70;64,52;37425;5498;10,18;15,03;49,80;8494;;15625;27,76;45,18;73,80;167,28;94,2164;9041;36,17;50,50;203,90;55,6894;134,85;214,95;193,20;11,4025;;19,80;27895;;44,5467;31,47;83,12;102,28;16,96;128,60;185,70;;194,90;108,10
01.03.2021 00:00:00;71,74;101,22;85,85;130625;69,24;72,01;3434;52,69;64,88;38,05;5,53;10472;15065;51,34;8,54;;15,96;28,05;46,99;75,20;171,00;95793;9247;35,95;52,09;203,00;55,8741;137,35;220,05;196,90;11,4838;;20,80;27,91;;44218;31,71;85,60;103,50;17072;130,80;198,8333;;195,80;111,00
02.03.2021 00:00:00;69,8;99,43;85,38;128025;70,34;72,58;3,41;52,16;64,88;37,79;5466;10464;15,02;52,74;8,49;;15975;28,70;46445;75,60;171,40;95,2102;9394;35,00;50,67;208,90;57,4523;135,95;214,40;193,20;11,1113;;20,40;27,75;;44,43;30,80;84,00;103,36;17246;129,90;189,4333;;198,00;109,30
03.03.2021 00:00:00;67,16;99,55;83,38;124,70;71,15;75,58;3,5105;51,71;65,00;37,50;5,56;10,65;14,90;51,70;8,31;;16,02;28,75;47,00;75,25;172,56;96,8919;9707;34055;50,00;210,60;57,9643;132,50;211,65;188,78;10625;;19,70;28515;;43,0197;30,05;86,46;102,10;17,40;131,96;180,60;;209,40;115,80
04.03.2021 00:00:00;65,13;98,5;85,08;124,25;70,50;75,70;3619;51,33;64,38;37,17;5,47;10346;14,93;51,28;8,39;;16,25;29,28;48,99;75,85;169,28;95,8886;9691;31,75;48,74;205,50;58,6023;132,95;215,00;189,26;10315;;20,40;28525;;42,1926;30,99;85,20;101,44;17,71;130,50;172,9667;;215,40;108,65
05.03.2021 00:00:00;66,04;96,73;88,11;125875;71,60;76,10;3,76;51,90;64,48;38,81;5584;10646;15,07;52,42;8,48;;16,85;29,00;51,02;76,00;172,00;98,6119;10,05;32,40;50,95;204,90;59,3075;130,85;221,95;194,40;10,4625;;20,20;28895;;42,2881;31,79;85,06;103,00;18382;130,24;167,1667;;217,00;109,80
08.03.2021 00:00:00;62,7;100,5;84,85;124,75;72,81;79,47;3,7495;53,07;66,26;40105;5,85;11,12;15,30;54,03;8582;;16875;29,17;51,47;77,85;175,72;100,6185;10,48;32,30;50,45;207,50;61,1123;130,60;215,50;192,00;9,7775;;19,10;29,00;;41,5246;31,69;86,24;103,96;18,31;133,66;158,40;;222,40;109,75
09.03.2021 00:00:00;66;100,5;85,74;128725;72,14;79,19;3672;53,34;67,40;40195;5,66;10704;15455;52,42;8,80;;16835;29,92;50,47;79,15;175,04;99,8541;10292;34,48;52,67;215,00;60,3652;134,15;223,55;196,66;10,5138;;20,40;28945;;42,3199;32,45;87,64;106,26;18258;134,84;189,0667;;223,80;112,55
10.03.2021 00:00:00;65;99,53;85,67;128,30;72,35;81,35;3,71;54,52;70,32;40,76;5562;10,74;16155;53,93;8,87;;17,14;29,86;51,71;79,30;176,06;102,4341;10,47;32,85;52,21;220,00;60,9444;133,25;222,05;194,82;10455;;21,00;29,33;;41,8109;32,34;88,62;105,90;18626;135,30;186,8667;;240,00;113,25
11.03.2021 00:00:00;67,8;99,08;87,51;129,95;72,17;78,08;3729;52,52;69,26;40,49;5,44;10466;16,16;53,56;8878;;17095;30,15;51,19;79,15;178,74;101,2874;9,98;34,05;52,75;223,00;59,6013;133,40;228,45;197,76;10,83;;22,20;28935;;42,9561;32,66;86,80;105,54;18302;135,92;194,9333;;230,20;116,50
12.03.2021 00:00:00;67,92;100,3;85,73;129,35;72,70;78,06;3,7595;53,10;69,84;40,75;5524;10646;16,53;53,82;8,83;;17205;29,99;51,72;78,35;179,06;101,9563;10102;33,80;52,65;222,50;59,5929;133,65;224,20;196,90;10755;;22,40;29,19;;42,9349;32,45;87,12;103,90;18,60;135,52;193,00;;232,60;115,60
15.03.2021 00:00:00;69,9;100,08;86,12;129125;70,91;77,91;3,7015;53,13;69,72;41475;5,31;10478;16,69;52,74;8858;;17335;30,00;50,61;79,15;181,40;102,8163;10066;34325;53,49;224,00;59,1816;134,90;228,60;196,98;11,0438;;22,40;29,70;;43,4121;32,77;85,02;103,30;18432;134,40;197,60;;246,00;116,85
16.03.2021 00:00:00;70,17;101,58;87,44;129,70;70,19;80,69;3,6415;53,12;69,60;41,66;5248;10394;16535;53,17;8,85;;17,13;29,42;49,64;79,70;177,56;102,8641;10068;34585;54,35;224,60;59,66;137,95;234,95;200,10;11,1875;;21,80;30095;;43,2424;32,35;85,96;102,80;18012;134,88;188,7333;;280,00;110,50
17.03.2021 00:00:00;69,63;101,9;87;130975;71,30;86,13;3688;52,91;69,84;41185;5222;10514;16,74;55,37;8756;;17,01;29,19;49,50;81,15;177,94;103,2463;10,24;34,60;54,99;227,70;60,0798;135,30;236,65;197,80;11,11;;21,20;29815;;43,0622;31,47;85,74;102,98;18,10;136,66;194,1667;;343,00;112,50
18.03.2021 00:00:00;65,13;100;85,12;127475;71,79;84,88;3,58;53,38;70,50;41075;5424;10884;16,72;54,80;8688;;16,51;29,56;47685;82,30;181,22;104154;10338;33,70;53,52;225,60;61,6999;138,50;233,70;193,62;10,7163;;20,00;29945;;42,7865;31,31;86,32;102,50;17,48;139,58;183,1667;;299,00;113,45
19.03.2021 00:00:00;66,67;98,79;85,19;128825;70,40;82,50;3,6215;53,80;71,36;41,07;5,31;10,66;16,53;54,01;8814;;16,75;29,47;47,53;81,45;179,40;103,3896;10296;33,78;53,71;224,30;61,7419;138,90;243,55;194,30;10825;;20,60;29995;;44,3664;31,70;85,56;103,00;17628;137,80;182,30;;286,00;110,75
22.03.2021 00:00:00;67,78;97,64;85,29;130375;70,05;85,00;3541;53,56;70,92;42025;5282;10568;16,47;53,24;8,83;;16355;29,52;46,96;81,65;178,10;104584;10052;35,10;55,12;226,20;62,3631;141,60;245,90;197,84;11,0838;;20,20;30125;;44,5679;31,81;83,54;103,40;17332;136,28;187,20;;324,00;112,05
23.03.2021 00:00:00;66,79;95,51;86,43;132,65;68,85;83,27;3,4175;53,70;70,94;42155;5,25;10406;16705;51,50;9026;;15,94;29,46;46615;82,60;176,26;105,1096;9884;34,55;53,66;227,90;61,0284;144,20;246,00;201,05;11,02;;19,60;29,88;;44,9496;32,60;83,70;102,74;16762;136,10;187,4333;;304,80;110,75
24.03.2021 00:00:00;64,51;95,4;86,16;130675;69,95;82,14;3,5095;53,53;70,56;41,95;5276;10506;16,72;52,75;9156;;16,70;29,54;47,60;81,60;180,20;105,5873;10092;34,32;52,62;226,70;59,7272;143,20;239,10;198,82;10,7638;;18,70;30,15;;43,8892;32,50;84,56;102,28;17026;134,88;179,30;;284,00;110,15
25.03.2021 00:00:00;65,6;97,5;86,48;129,95;70,42;83,87;3,4615;53,55;71,84;43,01;5,22;10488;16,76;53,65;9,53;;16,35;29,89;47,93;84,10;181,72;107,9284;10,20;34,40;52,79;227,30;60,6926;144,85;237,70;197,84;10,6775;;19,20;30,26;;44,3134;32,83;83,70;102,60;16,88;135,32;181,5667;;280,00;112,30
26.03.2021 00:00:00;66,12;97,7;85,92;129275;70,08;83,88;3544;53,62;72,98;44,52;5248;10,48;16,90;54,53;9,60;;16,52;29,98;48,92;84,65;186,06;110,1262;10202;35155;54,87;232,10;61,6747;145,50;240,00;200,55;10,8963;;19,20;30725;;43,7196;32,78;83,94;103,14;17294;137,72;175,00;;280,20;117,45
