Date;Advanced Micro Devices (EUR);Airbus (EUR);Alphabet A (EUR);Amazon (EUR);BASF (EUR);BMW (EUR);BP (EUR);Bayer (EUR);Brenntag (EUR);Cisco (EUR);Commerzbank (EUR);Deutsche Bank (EUR);Deutsche Telekom (EUR);Dow (EUR);E.ON (EUR);Einhell Ger  Vz I (EUR);Equinor (EUR);Evonik Industries (EUR);Exxon Mobil (EUR);Henkel (EUR);Honeywell (EUR);IBM (EUR);ING (EUR);Infineon (EUR);Intel (EUR);Linde (EUR);Mercedes-Benz (EUR);Merck KGaA (EUR);Meta (EUR);Microsoft (EUR);NVIDIA (EUR);Novartis (EUR);Palantir (EUR);Pfizer (EUR);Porsche (Vz) (EUR);Qiagen (EUR);RWE (EUR);Rheinmetall (EUR);SAP (EUR);Shell (EUR);Siemens (EUR);Tesla (EUR);Total Energy (EUR);Volkswagen (EUR);Wacker Chemie (EUR)
27.03.2024 00:00:00;165,54;171,94;139,18;166,40;53,13;106,18;5779;28,60;78,94;45985;12725;14,74;22495;53,60;12875;;24865;18,44;106,02;67,02;188,68;176,25;14952;31455;40255;428,25;73,70;159,70;455,60;389,70;83,18;;22,70;25,70;93,34;40,3509;31,55;512,00;181,20;30,75;177,26;166,00;6,81;141,70;108,00
28.03.2024 00:00:00;167,3;170,48;139,36;166,94;52,99;106,72;5806;28525;78,26;46,40;12,64;14512;22505;53,80;12,84;;25,15;18,40;107,46;66,50;190,92;177,10;15202;31545;40855;429,35;73,93;163,95;449,30;389,75;83,57;;21,30;25,75;92,68;40788;31,52;519,80;180,52;31105;177,02;162,80;6,82;141,20;104,80
02.04.2024 00:00:00;166,12;167,96;143,66;167,80;53,79;107,00;5984;28205;77,16;45,77;12,72;14,53;22,44;55,00;12765;;25765;18,48;110,54;67,20;186,16;175,50;15326;30815;40,81;429,00;73,40;158,95;461,95;391,40;83,07;;21,14;25625;92,50;40,4074;31,25;530,00;178,30;32,22;175,36;155,00;7,24;144,20;104,95
03.04.2024 00:00:00;166,94;168,9;143;168,32;54,37;111,35;5973;28,79;76,92;45,00;13,34;14,90;22,32;55,12;12685;;25695;19,07;109,90;66,60;182,82;176,34;15492;31,53;37,26;426,60;73,99;158,30;467,60;387,65;82,10;;21,00;25,16;93,92;39852;30,57;534,60;178,36;32,29;175,84;155,52;7,28;146,70;112,05
04.04.2024 00:00:00;153,1;166,2;138,86;166,28;54,10;112,95;5915;28,38;76,40;44,35;13,20;14756;22,19;55,20;12,55;;25845;18625;110,44;65,95;181,52;173,62;15424;31,10;36625;422,00;74,50;154,80;471,50;385,65;79,38;;20,77;24635;93,40;39,1783;30,85;536,20;176,40;32,40;173,96;157,94;6,99;149,50;111,60
05.04.2024 00:00:00;157,3;168,14;140,78;170,78;53,92;112,85;5939;27,60;76,40;44895;13,25;14742;22,05;54,90;12,44;;26145;18945;112,12;65,30;181,98;174,58;15508;31,73;35,69;429,40;74,94;151,35;486,80;393,05;81,25;;21185;24,64;93,02;38,7926;30,85;535,20;177,22;32895;172,50;152,16;7,01;148,50;111,30
08.04.2024 00:00:00;156,32;170,62;142,58;170,66;53,80;114,80;5989;27,54;75,46;44,49;13465;14,86;22,12;54,77;12435;;25,75;19325;111,10;65,35;182,80;175,00;15,69;32355;34,93;424,40;76,55;152,75;477,90;391,15;80,20;;21,20;24,49;94,42;39,0806;31,15;561,40;176,40;33075;174,12;159,26;7,30;149,10;116,30
09.04.2024 00:00:00;157,1;164,7;144,36;171,06;53,62;114,10;6033;27,55;76,00;45,99;13,33;14612;22,23;55,13;12,46;;25675;19185;111,50;66,05;182,10;173,82;15654;33,70;35295;421,40;76,10;153,75;475,95;392,70;78,52;;21045;24,62;94,38;39,60;31,19;523,00;172,58;33,05;173,42;162,88;7,31;148,20;113,75
10.04.2024 00:00:00;155,62;164,22;145,48;173,00;53,65;111,55;6092;27675;76,06;45,74;13,48;14924;22,55;54,95;12385;;26,01;19,11;113,88;66,05;181,60;173,18;15738;33635;34605;418,80;76,29;151,00;483,95;394,25;81,10;;20,89;24,53;94,84;39,7646;30,61;527,60;171,68;33,70;174,08;159,90;7,24;147,20;113,50
11.04.2024 00:00:00;159,06;163,04;148,62;176,24;52,40;112,30;6,13;27265;76,96;46255;13085;14672;21,29;54,80;12355;;26,31;19095;113,38;65,75;183,54;173,56;15524;33,24;35065;424,00;75,87;151,95;487,60;398,75;84,39;;21,33;24,56;95,70;39,4303;31,55;536,00;173,00;33,80;174,90;162,96;7,16;147,40;110,70
12.04.2024 00:00:00;153,52;162,2;148,2;174,88;51,58;108,95;6,18;26915;76,02;45,58;12,86;14,70;21,04;54,16;12405;;26,69;18755;113,14;65,30;184,44;171,14;14822;32035;33,56;420,20;75,01;152,55;481,20;396,50;82,90;;21275;24,34;92,84;38,9006;32,24;540,60;169,72;34,01;172,28;160,86;7,08;145,20;110,00
15.04.2024 00:00:00;151;162,02;145,62;172,82;51,61;108,75;6,17;26225;75,54;45,43;12855;14582;21,05;53,65;12,28;;26,27;18,90;112,70;65,05;182,64;170,50;14978;31975;34,10;419,40;75,94;150,80;471,10;389,45;81,00;;20615;24365;92,58;38,2371;31,87;551,00;169,40;33775;174,50;152,00;7,00;143,50;107,05
16.04.2024 00:00:00;153,96;159,74;145,5;172,56;50,64;106,60;6,07;26285;75,54;45205;12,85;14,50;20,87;53,49;12125;;26,20;19,12;111,78;64,60;180,12;173,20;14758;32,04;34135;419,20;74,74;151,70;471,50;390,05;82,29;;20605;24,21;90,24;38,2114;32,01;543,60;170,50;33505;172,78;147,94;7,02;141,50;107,35
17.04.2024 00:00:00;144,2;160,52;145,84;170,02;51,29;105,65;6007;26345;75,28;44,90;13025;14,65;20,87;53,47;12105;;25,55;19395;111,04;64,85;179,00;171,76;14946;31,49;33,50;417,60;74,66;147,45;463,25;386,60;78,85;;19994;23,85;90,20;37,9389;31,88;523,40;168,26;33265;172,72;145,82;7,00;140,90;107,70
18.04.2024 00:00:00;145,28;159,62;146,6;168,40;50,99;106,65;5,98;26265;75,42;45,26;13,36;14824;20,93;52,82;12215;;25,61;19205;111,26;65,95;179,46;170,30;15,10;30765;32905;419,80;74,79;145,55;471,40;379,85;79,59;;19848;23805;89,94;38,0623;32,35;503,40;167,36;33325;174,44;140,80;6,91;141,70;105,80
19.04.2024 00:00:00;137,66;159,16;144,78;163,96;50,62;105,65;6001;26,40;74,24;45285;13,42;14908;21,10;53,22;12395;;25,57;19,35;112,56;66,10;181,70;169,80;15,20;29,90;32,10;417,40;73,80;146,65;452,40;374,50;71,66;;19226;24,37;89,40;38,7977;32,44;504,00;164,70;33,80;172,56;137,90;6,44;140,70;109,95
22.04.2024 00:00:00;139,36;162,3;146,68;166,22;51,65;106,00;6078;27,50;74,78;45,21;13,58;15,24;21,62;53,65;12,46;;25,43;19,54;113,30;67,00;183,90;170,84;15426;30,12;32,24;420,00;74,80;148,10;452,00;375,95;74,63;;19,68;24,72;89,40;39,5743;32,18;512,60;167,38;33,81;175,10;133,20;6,45;141,10;110,00
23.04.2024 00:00:00;142,2;163,88;147,76;167,72;51,19;106,40;6129;27,44;75,68;45245;13,90;15406;21,76;53,17;12515;;25,35;19,29;112,86;65,25;182,70;170,90;15668;30065;31995;416,00;74,28;154,55;463,05;380,20;76,97;;20,19;24565;91,98;40,0114;32,00;518,40;175,50;33,92;175,54;135,34;6,52;140,60;109,05
24.04.2024 00:00:00;141,58;161,88;148,82;165,20;51,50;106,70;6129;26945;76,30;45,11;13895;15,40;21,79;52,92;12,51;;25395;19,18;113,20;66,15;182,54;171,94;14,75;31,50;32,22;415,20;74,22;153,20;461,75;382,65;74,40;;20,16;24,53;91,00;39,6977;31,67;521,60;175,06;34055;174,70;151,62;6,79;139,90;106,70
25.04.2024 00:00:00;143,32;156,2;145,5;161,72;51,05;105,15;6131;26995;75,52;44845;14115;16666;21,64;52,27;12,46;;26,07;19,08;113,00;65,70;179,78;157,22;14652;32655;32775;413,80;73,32;150,00;411,25;372,40;77,04;;20,26;23,56;89,88;39,4509;31,92;510,40;171,80;34185;173,48;158,58;6,71;137,50;103,30
26.04.2024 00:00:00;147,2;157,02;160,94;168,00;48725;106,15;6136;27375;74,70;44775;14,18;16616;21,86;53,55;12475;;26,00;19,19;110,36;66,30;180,14;155,76;14938;33015;29,81;414,40;74,30;152,75;414,40;379,85;82,05;;21025;23,75;89,60;39,9394;32,30;521,80;173,90;34,22;177,80;157,36;6,85;138,70;101,65
29.04.2024 00:00:00;149,5;155,76;154,94;168,80;48,86;107,00;6151;27565;75,06;44445;13,78;15,12;21,74;53,56;12495;;25,45;19345;111,56;66,95;180,02;155,36;14796;32,80;29,18;414,00;74,92;149,20;403,25;375,00;81,85;;21,27;23875;87,30;40,4486;33,28;523,80;171,38;34025;177,68;180,90;6,71;139,40;102,00
30.04.2024 00:00:00;148,94;154,02;152,58;165,36;49,07;102,70;6,11;27265;74,92;44,07;13985;15,05;21,49;53,97;12,42;;24955;19455;110,76;67,40;180,12;155,50;14866;32555;28575;413,80;71,12;148,20;403,35;365,00;81,14;;20625;24,06;83,80;40,3971;32,75;515,00;169,74;33,71;175,50;172,12;6,68;133,50;101,25
02.05.2024 00:00:00;135,9;153,72;155,1;172,10;48,82;102,70;6025;28305;75,30;43,66;13,94;15096;21,68;52,97;12575;;25205;19545;108,20;67,35;180,62;153,20;15814;31,61;28465;391,20;71,62;150,00;411,20;370,50;79,98;;21025;25,83;83,84;40,7263;33,45;512,00;168,60;33645;175,34;168,06;6,70;132,30;102,85
03.05.2024 00:00:00;139,72;154,5;155,28;173,00;49,20;102,85;5968;28215;75,68;43,87;13,75;15308;21,69;53,12;12625;;25,54;19795;107,56;70,70;182,00;154,00;15924;31625;28715;394,00;71,99;152,85;420,00;377,85;82,51;;21,67;25,84;83,86;41,2971;33,21;531,00;170,84;33,65;177,44;168,14;6,44;133,80;102,95
06.05.2024 00:00:00;144,7;157,62;156,04;175,22;49335;103,55;6,08;28,08;76,14;43,64;13875;15696;21,67;53,00;12,65;;26185;20,06;108,70;71,50;180,84;156,40;16018;32175;28,72;396,40;73,00;152,25;432,80;384,05;85,51;;23,40;26265;84,70;40,9217;32,44;546,60;172,00;33,75;179,40;171,64;6,75;134,50;102,70
07.05.2024 00:00:00;143,64;158,64;159,26;175,60;49,85;104,85;5,86;28565;76,16;43965;14,21;16054;21,63;53,53;12915;;26265;20,37;108,70;70,95;182,96;156,56;16084;36265;28,50;400,00;73,81;153,95;435,30;380,35;84,19;;19,93;25,82;84,98;40,5823;33,16;533,60;174,18;33985;179,94;165,42;6,76;136,50;105,45
08.05.2024 00:00:00;143,1;161,2;157,7;175,16;49535;101,00;5835;28,44;76,94;44,73;14,11;16046;21,58;54,68;12,94;;26,15;20,39;107,80;72,30;183,24;158,16;16082;36,00;27,95;398,20;72,94;155,05;439,60;382,45;84,12;;20075;26315;81,60;41,3691;33,10;536,40;177,00;33,80;181,18;162,58;6,79;134,70;103,20
09.05.2024 00:00:00;141,4;162,48;156,78;176,70;49,51;102,00;5885;28,55;77,64;44,25;14,02;15,96;21,89;55,08;13,10;;26,50;20,40;109,26;73,35;184,86;153,94;16,00;36,72;27885;398,00;68,48;156,95;440,95;382,00;82,48;;19716;26085;81,84;41,4977;33,82;543,00;177,66;34,04;184,20;160,20;6,38;136,30;101,45
10.05.2024 00:00:00;141,1;160,48;156,5;174,04;48,74;101,80;5903;28,95;77,60;44,55;13995;15918;21,94;55,32;13,24;;26,68;20,33;109,62;73,30;186,92;155,26;16026;37,87;27,69;403,60;68,20;153,95;441,85;385,25;83,41;;19,12;26,03;81,78;41,6674;34,74;539,00;176,00;34335;187,84;156,58;6,58;135,50;101,00
13.05.2024 00:00:00;139,5;157,98;156,8;172,86;48,92;103,50;5894;29,58;77,86;45,01;13,87;15,83;21,99;55,07;13,21;;26735;20,66;109,14;72,90;189,60;155,10;16166;37175;28275;403,60;68,26;154,25;433,80;383,45;83,81;;19452;26,31;84,34;42,4131;34,50;540,80;175,74;34,38;187,98;159,40;6,49;138,60;101,25
14.05.2024 00:00:00;141,6;159,46;157,34;173,02;49395;104,60;5878;29,40;71,58;45,30;14375;16,10;21,98;55,10;13,17;;26,73;20,72;108,48;73,35;187,84;154,90;16468;37,18;28725;400,60;69,40;157,45;436,25;385,15;84,49;;19798;26235;85,86;42,7731;35,01;522,80;175,50;34125;185,30;164,28;6,39;142,90;102,85
15.05.2024 00:00:00;146,8;160,08;158,56;170,90;49,59;103,20;5812;29375;71,18;45,57;15,05;16096;22,14;54,61;13285;;25935;20,18;109,16;73,40;187,70;154,52;16172;38,03;28735;396,20;69,00;165,35;442,65;388,80;86,93;;19898;26,50;84,02;43,20;35,65;515,80;176,50;33,64;187,54;159,90;6,26;142,00;103,10
16.05.2024 00:00:00;149,9;158,94;160,38;168,92;48865;96,58;5729;28,64;69,80;44,50;15125;15826;21,90;53,96;13,42;;25835;20,28;108,38;74,15;190,48;155,70;16124;36815;29,53;395,20;68,09;168,00;435,35;387,50;86,91;;19,98;26,66;83,30;43,6783;35,22;511,00;175,92;33025;174,98;160,80;6,23;139,90;105,05
17.05.2024 00:00:00;151,16;159,48;162;169,50;49,00;96,20;5754;28655;69,86;44,37;15,50;15704;22,00;54,27;12,74;;26215;20,40;110,00;74,90;190,14;155,10;16498;36,94;29245;398,40;68,21;166,70;433,50;386,00;85,08;;19964;26,29;82,44;43,20;34,86;511,60;176,90;33005;172,84;163,30;6,20;140,60;102,80
20.05.2024 00:00:00;153,36;160,62;162,74;169,00;49,10;95,04;5744;28745;69,46;43,47;15555;15622;22,17;54,54;12615;;26265;20,13;109,40;75,05;188,00;156,40;16604;37405;29535;398,40;66,81;166,50;431,80;391,00;87,22;;19732;26,39;80,98;42,9069;34,71;528,20;179,22;33045;173,08;160,70;6,33;138,90;104,35
21.05.2024 00:00:00;151,52;161,44;164,08;168,78;48,96;94,82;5,72;28485;69,14;43135;15585;15528;22,16;54,23;12735;;26395;20,35;108,60;74,55;187,44;160,00;16536;36,38;29,25;400,40;66,80;165,45;428,15;395,30;87,82;;19588;26,29;80,42;42,3463;34,53;525,80;179,92;32805;174,04;171,82;6,21;138,40;102,00
22.05.2024 00:00:00;152,7;159,88;162,88;169,14;48,12;92,90;5667;28,19;67,82;43745;15,56;15464;22,00;53,12;12,52;;26,42;20,15;106,62;73,95;187,32;160,44;16424;37,60;29,05;401,60;65,35;167,85;432,20;397,75;87,57;;19578;27,35;76,56;41,7343;34,65;522,20;179,16;32485;173,66;166,60;6,34;137,80;101,55
23.05.2024 00:00:00;148,48;160,6;160,54;167,32;48,15;92,24;5661;27,57;67,30;43,06;15,44;15426;21,72;52,70;12,30;;26555;20,04;105,00;73,95;184,36;157,88;16266;37725;27815;400,00;65,19;168,05;430,90;395,00;96,02;;19172;26595;75,82;41,2766;34,48;530,20;179,82;32,61;175,90;160,96;6,37;138,60;99,78
24.05.2024 00:00:00;153,02;159,02;161,26;166,56;48155;93,12;5666;27,53;65,22;42825;15,60;15714;21,74;53,12;12,34;;26125;20,24;104,42;74,00;184,74;157,64;16274;37,85;28,33;402,40;66,20;167,00;440,50;396,30;98,06;;19,39;26565;76,10;41,5389;34,16;529,00;180,20;32,57;177,06;165,20;6,30;139,00;100,95
27.05.2024 00:00:00;156,36;159,82;161,68;167,68;48,79;93,54;5712;28205;65,86;42,75;15585;15,70;21,78;53,40;12465;;26665;20,36;104,76;74,05;185,00;160,00;16224;38015;28,53;400,60;66,21;168,30;437,70;399,00;100,88;;19,22;26735;76,28;41,58;35,13;533,60;180,04;32,79;178,86;163,42;6,33;142,20;106,00
28.05.2024 00:00:00;157,74;158,02;162,24;167,70;48005;93,54;5752;27,84;65,24;42,55;15,70;15,62;21,70;53,32;12365;;26,58;20,22;105,80;73,05;183,60;155,80;16302;38,14;28,54;395,80;66,48;166,80;442,00;396,00;104,96;;19404;26,05;75,90;40428;35,10;527,20;177,36;32985;177,30;162,68;6,50;142,60;103,65
29.05.2024 00:00:00;152,8;156,5;162,74;168,46;47,22;92,10;5751;27,10;64,94;42,73;15,43;15352;21,68;52,96;12265;;26,24;20,19;104,52;73,15;182,68;154,58;16,13;37,17;27,90;395,40;65,69;167,95;439,30;397,05;106,16;;19374;25,76;73,76;40,3869;34,22;518,60;175,92;33115;176,50;163,26;6,51;138,20;100,55
30.05.2024 00:00:00;153,8;158,56;159,04;165,46;48,10;92,70;5696;28005;65,56;42,64;15,73;15,45;22,03;52,92;12265;;26,20;20,24;105,26;73,35;184,64;152,96;16376;36,96;27895;396,80;65,77;165,00;430,90;382,75;102,10;;20045;26,00;75,34;40,5926;34,82;516,60;167,00;32895;176,16;164,96;6,30;131,80;102,85
31.05.2024 00:00:00;154;156,7;158,76;162,30;48,52;93,60;5752;28,30;66,24;42,75;15,56;15,32;22,35;52,48;12305;;26,75;20,20;108,06;73,35;185,26;152,12;16454;36,95;28435;401,00;66,73;167,00;430,05;381,75;100,92;;19958;26,40;76,56;40,6286;34,97;527,20;168,02;33,40;177,50;164,00;6,43;131,20;102,05
03.06.2024 00:00:00;149,96;156,18;158,64;163,58;47685;93,50;5624;28,65;64,94;42725;15,39;15456;22,05;51,37;12455;;26625;19955;104,68;73,35;185,32;151,28;16552;36,70;27725;397,80;66,34;166,25;437,00;379,30;105,44;;19,53;26855;77,22;41,3897;35,69;534,00;169,00;32,46;177,58;161,80;6,38;130,90;100,50
04.06.2024 00:00:00;147,2;153,48;159,5;164,84;47355;92,26;5473;28,42;64,72;43595;14,90;15044;22,39;50,87;12,58;;25,57;19835;103,50;73,45;190,70;152,50;16066;36855;27615;396,40;65,84;166,30;438,40;382,50;107,00;;20325;27,12;76,52;41,0657;35,79;522,00;169,08;32,16;175,20;160,88;6,16;129,00;101,05
05.06.2024 00:00:00;152,76;154,08;161,22;166,64;47,23;91,82;5431;28,53;65,32;42395;14,84;15028;22,59;51,31;12635;;25655;18,79;103,68;73,85;192,00;153,60;16122;37495;28335;400,40;65,70;171,90;454,65;389,85;112,60;;21,13;27,20;76,32;42,0326;35,26;524,80;173,00;32,20;179,10;160,94;6,17;128,20;100,85
06.06.2024 00:00:00;153,6;153,4;162,34;169,82;46,89;91,54;5462;28,30;64,78;42,52;15,21;15222;22,62;51,16;12535;;25705;18,69;104,56;74,05;191,72;154,40;16328;36645;27915;397,80;65,90;172,45;453,05;389,65;111,18;;21,85;26,49;76,00;42,30;34,85;524,00;177,70;32205;175,72;163,40;6,26;125,50;100,75
07.06.2024 00:00:00;155,52;150,2;161,6;170,66;46,70;91,34;5,45;28095;65,32;42,50;15,57;15298;22,57;51,71;12345;;25555;18485;104,90;74,50;194,50;157,38;16,38;38,00;28,46;401,20;65,10;170,60;456,05;392,50;112,00;;21,57;26,52;75,34;42,6909;34,14;528,80;177,14;32,26;174,10;164,38;6,52;125,30;99,80
10.06.2024 00:00:00;148,96;149,22;162,64;173,80;46,11;91,34;5573;27515;65,14;42,50;15,37;15248;22,60;52,03;12265;;26235;18495;104,88;74,40;195,34;158,22;16204;37685;28,70;401,80;65,60;171,35;466,40;397,10;113,10;;21475;26145;73,60;42,9017;33,68;530,80;176,50;32705;174,44;161,70;6,62;122,90;99,34
11.06.2024 00:00:00;147,8;148,22;164,38;174,18;46395;91,10;5558;27,14;66,12;42605;14855;14784;22,59;51,88;12,27;;26,05;18845;103,98;74,85;194,42;157,26;15954;37,65;28,74;405,40;65,39;171,50;471,90;402,75;112,58;;22175;26055;73,90;42,1714;33,79;520,00;175,30;32655;172,62;158,92;6,70;121,70;98,80
12.06.2024 00:00:00;148,5;149,12;164,8;172,90;46,50;90,06;5,50;27,71;66,78;42,17;14725;14928;22,45;52,21;12455;;26,07;18955;102,90;75,05;192,44;156,20;16076;38,35;28,48;401,80;64,50;175,25;470,80;408,40;116,02;;21975;25,58;72,40;41,9966;34,06;512,20;182,00;32615;177,56;164,20;6,71;119,80;99,52
13.06.2024 00:00:00;149,22;146,8;163,2;171,24;45515;88,62;5475;27515;65,62;42,26;14375;14604;22,51;52,25;12,31;;25,47;18645;102,54;74,50;194,10;157,48;15572;37885;28395;409,60;63,58;172,80;470,00;411,55;120,70;;21675;25,74;70,64;41,5594;33,76;507,80;178,78;32395;171,74;169,76;6,68;115,70;96,70
14.06.2024 00:00:00;148,98;143,3;165,08;171,32;44675;87,28;5,45;27085;65,10;42555;13705;14,45;22,59;51,34;12,39;;25,28;18,20;101,74;73,55;194,18;158,02;15346;36615;28,42;407,40;63,28;172,60;470,40;413,05;123,30;;22025;25715;70,70;40,9371;33,19;479,90;175,60;32,15;165,78;166,38;6,36;112,70;96,24
17.06.2024 00:00:00;147,6;147,5;165,28;171,46;45,00;88,54;5475;26,29;64,96;42,53;13955;14,68;22,68;51,58;12395;;25235;18525;101,02;74,40;197,38;157,86;15,84;36,52;28845;411,60;63,50;171,05;472,15;417,85;122,06;;23,33;25,15;70,40;41,5646;33,06;489,80;177,32;32275;169,00;174,78;6,33;114,50;95,86
18.06.2024 00:00:00;143,88;148,1;163,12;170,26;45,11;88,06;5523;26215;65,10;42,88;14,14;14,74;22,74;51,78;12,45;;25395;18,91;101,78;73,70;198,52;158,96;15802;36,00;28,55;410,40;63,47;168,85;465,10;415,50;126,54;;24,05;25,57;69,50;41,8834;33,45;493,40;175,56;32505;168,64;172,10;6,52;114,20;98,74
19.06.2024 00:00:00;141,42;147,86;162,36;170,04;45085;89,14;5516;25,68;64,22;42,70;14,07;14698;22,84;51,61;12,46;;25,41;19105;101,34;73,40;196,70;159,08;15,61;34705;28,54;408,00;63,71;164,20;465,00;417,15;130,18;;23,70;25415;68,70;40,0886;33,17;487,20;176,10;32,57;168,82;171,54;6,20;113,00;99,40
20.06.2024 00:00:00;151;148,52;164,74;173,66;45,60;88,38;5564;25935;64,58;43615;14,20;14,75;22,85;50,76;12585;;25,82;19255;104,22;73,00;200,40;162,30;15728;34,65;28,65;413,00;64,15;165,80;469,05;416,30;122,08;;23955;25955;69,20;39,9909;33,55;510,00;178,94;32705;170,68;169,62;6,25;114,50;101,55
21.06.2024 00:00:00;151;148,44;167,5;176,76;45065;87,44;5541;26105;64,48;44,22;14,01;14458;22,85;50,39;12605;;25815;19065;103,78;73,00;201,00;161,34;15,55;33775;29145;414,20;63,78;166,05;463,05;421,00;118,42;;22,33;25885;69,46;40,1554;33,47;492,90;181,02;32675;168,28;171,16;6,15;113,10;99,52
24.06.2024 00:00:00;149,36;139,2;167,06;172,92;45,95;89,44;5,64;26565;65,48;44,02;14,11;14,85;23,10;50,85;12,52;;26315;18935;106,54;73,95;202,55;163,54;15856;33,77;28495;413,00;64,37;153,00;464,10;416,80;109,88;;22555;26,39;70,46;40,5669;33,41;502,80;178,72;33,27;170,00;170,20;6,29;114,40;103,05
25.06.2024 00:00:00;149,6;135,9;171,78;173,86;46,56;90,26;5626;26225;64,74;44,21;14,19;14,65;23,31;49825;12575;;26,13;19195;106,58;73,35;199,88;161,10;15884;34305;28635;412,00;64,86;157,20;475,65;420,70;117,64;;22,84;26,11;71,60;39,4663;33,65;494,80;182,18;33425;169,66;174,80;6,37;114,50;102,10
26.06.2024 00:00:00;147,68;131,2;172,3;181,28;45,40;88,00;5568;26045;64,16;43,95;14,12;14704;23,33;49,60;12475;;25,96;19045;107,24;73,70;200,05;160,98;15,87;34,45;28595;411,00;64,34;154,95;480,35;423,55;118,42;;22575;25685;70,62;39,0394;33,31;490,50;185,68;33,20;168,96;183,74;6,39;113,70;103,05
27.06.2024 00:00:00;149;130,52;173,02;184,70;45,46;88,34;5628;26,09;63,62;44,31;14195;14774;23,45;49,44;12375;;26495;19175;106,80;73,75;200,45;159,50;15922;34,11;28,59;411,20;63,65;156,40;484,50;422,80;115,76;;23575;26,01;69,96;39,5897;32,56;477,00;187,62;33,28;173,52;184,36;6,49;112,60;102,40
28.06.2024 00:00:00;151,7;127,58;170,14;180,42;45145;88,42;5603;26335;63,16;44385;14,16;14858;23,43;49575;12,26;;26,68;18985;107,44;73,40;198,02;161,70;15986;34325;28,93;410,60;64,23;154,00;470,60;417,35;115,36;;23655;26085;69,72;39,1834;32,07;474,10;188,88;33,65;174,06;184,88;6,55;111,90;102,30
01.07.2024 00:00:00;146,84;131,64;170,24;183,56;44,45;89,20;5689;26,12;63,32;44,26;14605;15472;23,70;48805;12205;;26,74;18905;106,72;73,60;196,50;163,20;16298;34425;28735;399,40;65,15;151,40;470,30;425,50;115,78;;24,03;26305;69,72;38,5714;32,70;487,20;185,60;34,05;177,46;195,14;6,37;112,80;101,30
02.07.2024 00:00:00;152,8;131,8;172,24;186,08;44615;88,32;5724;25835;63,40;43985;14,54;15254;23,58;48815;12,09;;26,63;18,78;106,06;72,95;197,66;164,70;16346;34225;28945;400,60;64,57;150,85;473,90;427,40;114,00;;24005;25,92;68,04;39,0549;32,38;479,00;185,52;33995;175,28;214,85;6,51;112,60;103,40
03.07.2024 00:00:00;151,98;136,28;172,5;183,48;45305;89,00;5737;26,25;63,72;43,65;14,61;15702;23,79;49,15;12265;;26,99;19,15;106,22;72,60;196,52;163,24;16498;34,88;28,93;403,00;65,28;152,15;472,70;426,70;118,24;;23985;25775;68,78;38,8029;32,67;507,00;187,98;33805;176,62;228,35;6,46;113,50;103,50
04.07.2024 00:00:00;151,4;136,26;172,18;183,60;45,42;88,44;5,76;26,11;64,02;43585;14,66;15,81;23,73;48,92;12215;;26995;19435;107,10;72,70;194,44;163,28;16564;34955;29,02;399,80;65,97;153,40;472,00;427,55;118,00;;23,94;26085;69,58;38,6074;33,00;515,80;186,96;34095;177,44;227,50;6,47;112,80;103,75
05.07.2024 00:00:00;158,3;136,4;175,72;184,50;45,10;87,66;5712;26,21;64,12;42,95;14,68;15668;23,91;48,00;12,32;;26,47;19375;104,64;72,55;195,46;162,38;16,47;35,76;29595;401,40;65,67;153,25;498,15;431,60;116,14;;25085;25,90;71,32;38,8389;33,59;496,80;189,62;33835;177,22;231,90;6,35;112,10;103,85
08.07.2024 00:00:00;165;136,02;174,68;184,10;44,80;87,28;5634;26,13;63,40;42545;14,70;15,48;23,92;48725;12,20;;25665;19355;103,72;72,80;195,16;163,40;16582;35,69;31,42;402,60;65,25;151,80;488,60;430,40;118,32;;25,65;25,73;72,20;38,1806;33,06;499,90;187,60;33,62;177,26;233,50;6,42;113,50;103,80
09.07.2024 00:00:00;164,08;132,36;174,68;184,42;44,34;87,98;5,38;25465;63,58;42365;14595;15402;23,57;47855;12125;;25465;19,31;102,72;72,60;194,54;162,88;16528;35,00;32015;398,80;62,80;149,65;490,00;424,70;121,58;;25,31;25645;72,78;37,80;32,75;501,80;185,58;33615;173,54;242,20;6,08;111,20;102,40
10.07.2024 00:00:00;170,2;133,88;176,62;184,46;43,79;89,90;5386;26095;63,58;42485;14,68;15436;23,84;47,20;12275;;24855;18995;103,00;72,35;197,74;164,04;16686;35,35;32205;402,40;63,96;149,15;493,80;430,60;124,60;;26215;26,13;75,90;39,06;33,15;501,00;186,50;33,60;176,80;243,55;5,98;113,90;101,65
11.07.2024 00:00:00;167,68;132,4;170,98;179,62;44215;90,74;5405;26555;63,14;42,98;14,51;15262;23,70;48,28;12495;;24,80;18925;104,02;72,20;197,30;163,98;16684;35115;30865;401,00;63,79;154,00;472,50;419,00;117,36;;25475;26,38;75,22;38,6537;33,97;511,20;185,48;33,51;178,50;221,85;6,06;113,60;104,10
12.07.2024 00:00:00;166,66;133,28;169,52;177,94;44655;92,18;5443;26835;64,02;43615;14,51;15,26;23,87;48,76;12,48;;24945;19135;103,96;73,20;199,00;168,02;16778;35835;31,64;404,60;64,50;154,15;456,60;415,35;118,38;;25685;26,52;75,86;39,4097;33,85;509,00;188,10;33555;183,50;227,20;6,31;115,90;104,65
